function_name,script_file_name,module_family,function_visibility,line_number,functional_role,migration_priority,python_target_package,safe_migration_mode
MVPQAIC_P5A_priority_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,528,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_recommendedView_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,538,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_nextAction_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,548,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_dependency_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,558,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_firstHeader_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,567,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_summary_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,576,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_writeAuditFast_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,615,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_formatAuditFast_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,647,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_applyValidationsFast_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,672,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
dv,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,INTERNAL,675,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_headerIndexMap_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,690,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_getOrCreate_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,696,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_ensureGrid_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,702,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_norm_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,707,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_parisNow_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,711,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_safety_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,716,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_result_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,742,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_log_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,757,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A_err_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,762,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_WebAppBlockerTriageStatusOnly,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,815,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_WebAppBlockerTriageBatchMaxiSafe,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,842,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_WebAppActionPlanOpen,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,898,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_Run,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,917,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_emptyTable_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,919,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_readAuditOutput_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,923,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_summarizeAudit_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,958,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_zeroSummary_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,987,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_buildActionRows_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1007,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_actionForRow_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1030,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_priorityRank_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1067,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_actionGroup_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1083,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_recommendedFix_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1091,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_p5bDecision_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1101,DECISION_JOURNAL,P0,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_tablePolicy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1113,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_nextAction_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1121,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_p5bGate_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1130,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_writeActionPlan_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1138,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_formatActionPlan_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1162,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_applyValidations_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1177,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
dv,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,INTERNAL,1180,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5A2_safety_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1193,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_WebAppDataModelDesignStatusOnly,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1280,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_WebAppDataModelDesignBatchMaxiSafe,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1307,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_WebAppDataModelOpen,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1361,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_Run,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1380,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_emptyTable_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1382,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_readActionPlan_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1386,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_summarizeActionPlan_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1421,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_zeroSummary_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1449,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_gate_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1470,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_buildModelRows_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1484,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_tableKey_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1532,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_tableType_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1537,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_userActions_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1548,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_primaryView_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1556,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_uxGroup_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1569,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_keyStrategy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1580,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_labelStrategy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1586,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_securityPolicy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1594,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_syncPolicy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1602,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_relationNotes_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1610,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_p5cNextAction_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1620,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_writeDataModel_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1629,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_formatDataModel_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1654,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_applyValidations_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1669,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
dv,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,INTERNAL,1672,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_safety_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1686,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5B_err_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1715,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_WebAppSchemaContractStatusOnly,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1785,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_WebAppSchemaContractBatchMaxiSafe,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1811,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_WebAppSchemaContractOpen,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1871,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_Run,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1890,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_emptyTable_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1892,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_readDataModel_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1896,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_modelValue_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1927,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_summarizeModel_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1931,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_zeroSummary_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1949,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_buildSchemaRows_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,1973,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_emptySourceHeader_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2046,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_readSourceHeader_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2050,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_headerScore_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2068,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_chooseKey_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2080,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_chooseLabel_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2095,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_findHeader_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2104,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_groupFields_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2114,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_requiredColumns_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2128,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_editableColumnsPolicy_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2137,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_allowedActions_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2144,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_relationKeys_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2151,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_nextAction_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2160,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_unique_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2167,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_summarizeSchema_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2179,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_gate_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2199,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_writeSchemaContract_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2212,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_formatSchemaContract_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2236,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_applyValidations_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2250,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
dv,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,INTERNAL,2253,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_slug_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2268,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_safety_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2272,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5C_err_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2301,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_WebAppViewNavigationStatusOnly,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2374,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_WebAppViewNavigationBatchMaxiSafe,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2405,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_WebAppViewNavigationOpen,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2450,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_Run,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2469,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_readSchema_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2471,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_emptyTable_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2504,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_buildRows_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2508,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_val_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2563,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_designFor_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2567,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_blockerCode_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2592,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_warningCode_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2600,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_makeViewId_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2609,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_summary_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2613,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_gate_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2655,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_writeViews_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2667,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_formatViews_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2691,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_applyValidations_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2705,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
dv,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,INTERNAL,2708,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_safety_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2719,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5D_err_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2748,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_WebAppBlueprintStatusOnly,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2812,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_WebAppBlueprintBatchMaxiSafe,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2844,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_WebAppBlueprintOpen,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2893,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_Run,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2913,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_readViews_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2915,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
MVPQAIC_P5E_emptyTable_,mvpqaic_50_p5_webapp_readiness_core.js,QAIC_BRIDGE,PUBLIC,2948,WEBAPP_FRONTEND,P1,mvp_qaic_py.bridge,READONLY_PORT_FIRST
